emp_no,salary,from_date
17805,94428,1997-06-01
17805,98586,1998-06-01
17805,101606,1999-06-01
17805,103597,2000-05-31
17805,103881,2001-05-31
17805,106033,2002-05-31
17816,82993,1988-10-05
17816,84878,1989-10-05
17816,86637,1990-10-05
17816,86691,1991-10-05
17816,91090,1992-10-04
17816,95557,1993-10-04
17816,97942,1994-10-04
17816,99402,1995-10-04
17816,101698,1996-10-03
17816,101402,1997-10-03
17816,104214,1998-10-03
17816,105327,1999-10-03
17816,106706,2000-10-02
17816,110211,2001-10-02
17817,84180,1997-08-30
17817,87307,1998-08-30
17817,87345,1999-08-30
17817,87385,2000-08-29
17817,89461,2001-08-29
17820,83311,1994-06-13
17820,83876,1995-06-13
17820,83878,1996-06-12
17820,86015,1997-06-12
17820,88897,1998-06-12
17820,91171,1999-06-12
17823,84978,1997-02-21
17823,85345,1998-02-21
17823,85072,1999-02-21
17823,86877,2000-02-21
17823,89683,2001-02-20
17823,92510,2002-02-20
17827,80581,1994-06-05
17827,83363,1995-06-05
17827,84401,1996-06-04
17827,86966,1997-06-04
17827,91331,1998-06-04
17827,92387,1999-06-04
17827,94748,2000-06-03
17827,94891,2001-06-03
17827,95348,2002-06-03
17829,80144,1996-03-09
17829,82199,1997-03-09
17829,85171,1998-03-09
17829,84914,1999-03-09
17829,86817,2000-03-08
17829,90015,2001-03-08
17829,89788,2002-03-08
17832,85110,1994-12-11
17836,82657,2000-07-22
17836,83315,2001-07-22
17836,84012,2002-07-22
17840,81022,1991-06-19
17840,85124,1992-06-18
17840,85592,1993-06-18
17840,88574,1994-06-18
17840,90831,1995-06-18
17840,91342,1996-06-17
17840,92967,1997-06-17
17840,95147,1998-06-17
17840,96520,1999-06-17
17840,97529,2000-06-16
17840,98737,2001-06-16
17840,100439,2002-06-16
17844,80049,2002-04-10
17848,81963,1987-03-31
17848,84917,1988-03-30
17848,88687,1989-03-30
17848,90039,1990-03-30
17848,94105,1991-03-30
17848,95394,1992-03-29
17848,99558,1993-03-29
17848,103943,1994-03-29
17848,103805,1995-03-29
17848,105844,1996-03-28
17848,108455,1997-03-28
17848,108672,1998-03-28
17848,109732,1999-03-28
17848,110870,2000-03-27
17848,113737,2001-03-27
17848,114375,2002-03-27
17851,81512,1997-05-26
17851,81994,1998-05-26
17851,81722,1999-05-26
17851,83430,2000-05-25
17851,87883,2001-05-25
17854,82060,1993-05-10
17854,81666,1994-05-10
17854,83420,1995-05-10
17854,87856,1996-05-09
17854,89631,1997-05-09
17854,89275,1998-05-09
17854,91702,1999-05-09
17854,92441,2000-05-08
17854,96639,2001-05-08
17854,97240,2002-05-08
17857,81374,2000-12-19
17857,81069,2001-12-19
17863,88705,1992-12-20
17863,91672,1993-12-20
17863,92848,1994-12-20
17864,88947,1990-03-11
17864,91499,1991-03-11
17864,91323,1992-03-10
17864,95660,1993-03-10
17864,99176,1994-03-10
17864,99035,1995-03-10
17864,99942,1996-03-09
17864,103470,1997-03-09
17864,106393,1998-03-09
17864,106466,1999-03-09
17864,110204,2000-03-08
17864,114079,2001-03-08
17864,115541,2002-03-08
17874,81014,1994-12-31
17874,85479,1995-12-31
17874,85098,1996-12-30
17874,85428,1997-12-30
17874,89456,1998-12-30
17874,89969,1999-12-30
17874,90100,2000-12-29
17874,93453,2001-12-29
17878,81738,1993-10-14
17878,81940,1994-10-14
17878,81466,1995-10-14
17878,84432,1996-10-13
17878,84714,1997-10-13
17878,84416,1998-10-13
17878,87409,1999-10-13
17878,88165,2000-10-12
17878,88320,2001-10-12
17880,81385,1998-11-29
17880,84782,1999-11-29
17880,87951,2000-11-28
17880,92003,2001-11-28
17881,84061,1995-10-23
17881,86846,1996-10-22
17881,89864,1997-10-22
17881,90961,1998-10-22
17881,93502,1999-10-22
17881,97699,2000-10-21
17881,100393,2001-10-21
17883,80356,2002-01-28
17886,80527,1989-04-23
17886,84877,1990-04-23
17886,85182,1991-04-23
17886,88268,1992-04-22
17886,92080,1993-04-22
17886,93818,1994-04-22
17886,96163,1995-04-22
17886,99453,1996-04-21
17886,103069,1997-04-21
17886,105191,1998-04-21
17886,109080,1999-04-21
17886,110165,2000-04-20
17886,113946,2001-04-20
17886,117097,2002-04-20
17889,83311,1993-04-22
17889,85987,1994-04-22
17890,80046,2002-07-18
17892,80221,1988-12-04
17892,84192,1990-12-04
17892,83972,1991-12-04
17892,86254,1992-12-03
17892,89077,1993-12-03
17892,89424,1994-12-03
17892,92520,1995-12-03
17892,96919,1996-12-02
17892,99974,1997-12-02
17892,102517,1998-12-02
17892,103531,1999-12-02
17892,104628,2000-12-01
17892,107863,2001-12-01
17894,81746,1997-02-10
17894,83710,1998-02-10
17894,84415,1999-02-10
17894,87126,2000-02-10
17894,90641,2001-02-09
17894,93646,2002-02-09
17897,82128,2000-10-13
17897,85225,2001-10-13
17904,84570,1998-04-20
17904,85782,1999-04-20
17904,88508,2000-04-19
17904,90810,2001-04-19
17905,81278,2001-02-07
17905,84229,2002-02-07
17907,82097,2002-01-03
17910,81202,1999-01-22
17910,81959,2000-01-22
17910,85514,2001-01-21
17910,85360,2002-01-21
17914,82219,1994-08-31
17914,82710,1995-08-31
17914,82337,1996-08-30
17914,83201,1997-08-30
17914,86867,1998-08-30
17914,91078,1999-08-30
17914,92024,2000-08-29
17914,92734,2001-08-29
17916,80066,1995-12-01
17916,82252,1996-11-30
17916,84499,1997-11-30
17916,87367,1998-11-30
17916,91648,1999-11-30
17916,92179,2000-11-29
17916,95363,2001-11-29
17919,83215,1999-04-20
17919,85144,2000-04-19
17919,87600,2001-04-19
17919,90474,2002-04-19
17922,96117,1990-12-18
17922,96035,1991-12-18
17922,96722,1992-12-17
17925,82653,2002-03-05
17929,80230,1998-01-09
17929,80711,1999-01-09
17929,83585,2000-01-09
17929,84871,2001-01-08
17929,86520,2002-01-08
17930,83077,1988-10-09
17930,83542,1989-10-09
17930,84387,1990-10-09
17930,88262,1991-10-09
17930,89220,1992-10-08
17930,91838,1993-10-08
17931,82027,2002-04-30
17937,80623,1997-09-05
17937,84858,1998-09-05
17937,86163,1999-09-05
17937,86641,2000-09-04
17937,86409,2001-09-04
17938,87164,1996-01-11
17938,88752,1997-01-10
17938,90701,1998-01-10
17938,92062,1999-01-10
17938,92406,2000-01-10
17938,96580,2001-01-09
17938,96759,2002-01-09
17944,80865,1990-10-11
17944,85286,1991-10-11
17944,88072,1992-10-10
17944,88008,1993-10-10
17944,90340,1994-10-10
17944,94032,1995-10-10
17944,97346,1996-10-09
17944,99964,1997-10-09
17944,99541,1998-10-09
17944,101274,1999-10-09
17944,104087,2000-10-08
17944,106587,2001-10-08
17945,80461,1995-07-18
17945,83277,1996-07-17
17945,84890,1997-07-17
17945,85701,1998-07-17
17945,88593,1999-07-17
17945,91914,2000-07-16
17945,95101,2001-07-16
17945,96999,2002-07-16
17951,102561,1994-07-19
17951,105147,1995-07-19
17951,108699,1996-07-18
17951,112258,1997-07-18
17951,114067,1998-07-18
17951,117577,1999-07-18
17951,120731,2000-07-17
17951,121051,2001-07-17
17954,81806,2002-05-01
17961,96208,1989-01-30
17961,99175,1990-01-30
17967,93676,1995-07-20
17967,95303,1996-07-19
17967,95047,1997-07-19
17967,97611,1998-07-19
17967,99152,1999-07-19
17967,103319,2000-07-18
17967,104454,2001-07-18
17967,105983,2002-07-18
17969,82402,1996-02-25
17969,82142,1997-02-24
17969,84345,1998-02-24
17969,84035,1999-02-24
17969,86191,2000-02-24
17969,88626,2001-02-23
17969,92477,2002-02-23
17973,80925,2000-09-23
17973,81798,2001-09-23
17974,80446,2002-06-27
17977,97418,1997-03-22
17977,101105,1998-03-22
17979,83781,2000-11-07
17979,85097,2001-11-07
17986,80969,1995-08-27
17986,85058,1996-08-26
17986,85887,1997-08-26
17986,88891,1998-08-26
17986,88641,1999-08-26
17986,90825,2000-08-25
17986,94097,2001-08-25
17987,80776,1992-12-12
17987,81609,1993-12-12
17987,82786,1994-12-12
17987,83980,1995-12-12
17987,84009,1996-12-11
17987,84442,1997-12-11
17987,87736,1998-12-11
17992,84412,1998-09-23
17992,84513,1999-09-23
17992,84788,2000-09-22
17992,87742,2001-09-22
17993,81991,1998-08-18
17993,84218,1999-08-18
17993,84044,2000-08-17
17993,84558,2001-08-17
17994,82698,1997-07-15
17994,83419,1998-07-15
17994,84167,1999-07-15
17994,87717,2000-07-14
17994,89031,2001-07-14
17994,93285,2002-07-14
17996,81364,2000-09-13
17996,82401,2001-09-13
18001,81396,1993-12-11
18001,83082,1994-12-11
18001,86493,1995-12-11
18001,87191,1996-12-10
18001,87704,1997-12-10
18001,87604,1998-12-10
18001,90096,1999-12-10
18001,94279,2000-12-09
18001,96848,2001-12-09
18004,93423,1995-04-01
18004,93590,1996-03-31
18004,94346,1997-03-31
18004,97241,1998-03-31
18004,98267,1999-03-31
18004,102327,2000-03-30
18004,103638,2001-03-30
18004,104135,2002-03-30
18006,108512,1987-09-03
18006,111030,1988-09-02
18006,114484,1989-09-02
18006,118603,1990-09-02
18006,120711,1991-09-02
18006,122870,1992-09-01
18006,126149,1993-09-01
18006,130244,1994-09-01
18006,133003,1995-09-01
18006,135456,1996-08-31
18006,139498,1997-08-31
18006,140109,1998-08-31
18006,141369,1999-08-31
18006,142384,2000-08-30
18006,144866,2001-08-30
18010,80466,1996-12-22
18010,83631,1997-12-22
18010,84137,1998-12-22
18010,86070,1999-12-22
18010,85755,2000-12-21
18010,85750,2001-12-21
18012,90311,1998-02-23
18012,93007,1999-02-23
18012,94668,2000-02-23
18012,99071,2001-02-22
18012,103291,2002-02-22
18015,82386,2001-10-26
18018,80565,1992-12-08
18018,81642,1993-12-08
18018,86135,1994-12-08
18018,86359,1995-12-08
18018,90354,1996-12-07
18018,93676,1997-12-07
18018,97871,1998-12-07
18018,98518,1999-12-07
18018,98052,2000-12-06
18018,97615,2001-12-06
18019,83035,2001-03-16
18019,86335,2002-03-16
18023,80764,1993-05-15
18023,84634,1994-05-15
18023,87279,1995-05-15
18023,88678,1996-05-14
18023,92890,1997-05-14
18023,95507,1998-05-14
18023,97034,1999-05-14
18023,98944,2000-05-13
18023,99456,2001-05-13
18023,99057,2002-05-13
18026,87924,1993-04-18
18026,87437,1994-04-18
18026,90421,1995-04-18
18026,91989,1996-04-17
18026,94865,1997-04-17
18026,94595,1998-04-17
18026,96439,1999-04-17
18026,97305,2000-04-16
18026,97090,2001-04-16
18026,97180,2002-04-16
18029,82162,1998-02-05
18029,85398,1999-02-05
18029,85776,2000-02-05
18029,87071,2001-02-04
18029,86723,2002-02-04
18030,81537,1997-03-16
18030,84146,1998-03-16
18030,86285,1999-03-16
18030,88934,2000-03-15
18030,88760,2001-03-15
18030,89121,2002-03-15
18031,81431,1993-01-23
18031,85523,1994-01-23
18031,88502,1995-01-23
18031,90105,1996-01-23
18031,94471,1997-01-22
18031,97882,1998-01-22
18031,100635,1999-01-22
18031,104660,2000-01-22
18031,106765,2001-01-21
18031,108352,2002-01-21
18035,80301,1995-05-22
18035,81696,1996-05-21
18035,85706,1997-05-21
18035,88244,1998-05-21
18035,89095,1999-05-21
18035,91076,2000-05-20
18035,94950,2001-05-20
18035,99285,2002-05-20
18038,86355,1994-09-12
18038,86487,1995-09-12
18038,86298,1996-09-11
18038,86955,1997-09-11
18038,87457,1998-09-11
18039,81698,1996-05-29
18039,85541,1997-05-29
18039,87483,1998-05-29
18039,90864,1999-05-29
18039,92119,2000-05-28
18039,92849,2001-05-28
18039,95626,2002-05-28
18041,80819,1994-06-03
18041,81971,1995-06-03
18041,82126,1996-06-02
18041,85801,1997-06-02
18041,87503,1998-06-02
18041,88826,1999-06-02
18041,91077,2000-06-01
18041,95299,2001-06-01
18041,99221,2002-06-01
18043,80787,2001-10-30
18044,80918,1999-09-25
18044,81394,2000-09-24
18044,83054,2001-09-24
18045,82200,2000-06-08
18045,83671,2001-06-08
18045,85634,2002-06-08
18046,81105,2002-07-11
18053,80598,1997-10-05
18053,82239,1998-10-05
18053,83673,1999-10-05
18053,83688,2000-10-04
18053,83505,2001-10-04
18058,81318,1998-10-05
18058,81907,1999-10-05
18058,83605,2000-10-04
18058,84423,2001-10-04
18065,80055,2000-06-14
18065,80228,2001-06-14
18065,80629,2002-06-14
18075,80344,2000-02-19
18075,84322,2001-02-18
18075,86140,2002-02-18
18076,82520,1995-08-20
18076,84185,1996-08-19
18076,88293,1997-08-19
18076,89109,1998-08-19
18076,90603,1999-08-19
18076,92606,2000-08-18
18076,92594,2001-08-18
18079,80396,1988-02-23
18079,80878,1989-02-22
18079,83691,1990-02-22
18079,85720,1991-02-22
18079,88043,1992-02-22
18079,92504,1993-02-21
18079,96405,1994-02-21
18079,97872,1995-02-21
18079,98099,1996-02-21
18079,98179,1997-02-20
18079,99157,1998-02-20
18079,103558,1999-02-20
18079,105057,2000-02-20
18079,106077,2001-02-19
18079,110240,2002-02-19
18086,82490,1996-05-27
18086,84069,1997-05-27
18086,88100,1998-05-27
18086,91039,1999-05-27
18090,93399,1997-12-24
18090,96806,1998-12-24
18090,100472,1999-12-24
18090,103896,2000-12-23
18090,105998,2001-12-23
18091,81882,1997-03-12
18091,86291,1998-03-12
18091,87070,1999-03-12
18091,91034,2000-03-11
18091,94273,2001-03-11
18091,94323,2002-03-11
18101,91793,1996-01-14
18101,95789,1997-01-13
18101,99507,1998-01-13
18101,100987,1999-01-13
18101,104616,2000-01-13
18101,109094,2001-01-12
18101,112294,2002-01-12
18108,83844,2000-09-12
18108,84703,2001-09-12
18111,84605,1998-10-02
18111,87754,1999-10-02
18111,88295,2000-10-01
18111,88877,2001-10-01
18120,81832,1998-06-03
18120,85901,1999-06-03
18120,90368,2000-06-02
18120,94719,2001-06-02
18120,95053,2002-06-02
18122,81039,1996-02-03
18122,80721,1997-02-02
18122,83669,1998-02-02
18122,84505,1999-02-02
18122,84677,2000-02-02
18122,86220,2001-02-01
18122,85869,2002-02-01
18125,83904,1995-12-20
18125,85314,1996-12-19
18125,86789,1997-12-19
18125,87035,1998-12-19
18125,89339,1999-12-19
18125,90674,2000-12-18
18125,92555,2001-12-18
18126,82009,2002-07-22
18134,84373,1999-07-30
18134,85877,2000-07-29
18134,89342,2001-07-29
18134,89464,2002-07-29
18136,81312,1991-10-12
18136,82560,1992-10-11
18136,83154,1993-10-11
18136,86928,1994-10-11
18136,87854,1995-10-11
18136,89238,1996-10-10
18136,88824,1997-10-10
18136,88616,1998-10-10
18136,89309,1999-10-10
18136,92602,2000-10-09
18136,93357,2001-10-09
18138,81054,2000-08-01
18138,82300,2001-08-01
18138,84003,2002-08-01
18143,83034,1998-10-29
18143,86452,1999-10-29
18143,90160,2000-10-28
18143,90563,2001-10-28
18151,81553,1998-04-16
18151,84884,1999-04-16
18151,88740,2000-04-15
18151,91904,2001-04-15
18151,91671,2002-04-15
18152,81887,1996-12-24
18152,83923,1997-12-24
18152,84161,1998-12-24
18152,85182,1999-12-24
18152,86722,2000-12-23
18152,91071,2001-12-23
18154,81629,1999-05-07
18154,82698,2000-05-06
18154,83094,2001-05-06
18154,86877,2002-05-06
18159,80252,2000-04-05
18159,80519,2001-04-05
18159,82252,2002-04-04
18163,84999,1991-07-18
18163,84519,1992-07-17
18163,85695,1993-07-17
18163,88726,1994-07-17
18163,89616,1995-07-17
18163,91564,1996-07-16
18163,95955,1997-07-16
18163,95664,1998-07-16
18163,97502,1999-07-16
18163,101767,2000-07-15
18163,102151,2001-07-15
18163,103888,2002-07-15
18164,113527,1997-01-17
18164,117579,1998-01-17
18164,118161,1999-01-17
18164,122049,2000-01-17
18164,124743,2001-01-16
18164,128187,2002-01-16
18166,81090,1998-09-18
18166,81596,1999-09-18
18166,83912,2000-09-17
18166,86204,2001-09-17
18167,81469,1994-04-10
18167,83044,1995-04-10
18167,82849,1996-04-09
18167,82586,1997-04-09
18167,86983,1998-04-09
18167,91001,1999-04-09
18167,90965,2000-04-08
18167,91315,2001-04-08
18167,92450,2002-04-08
18174,105782,1988-07-07
18174,105391,1989-07-07
18174,106976,1990-07-07
18174,109113,1991-07-07
18174,111233,1992-07-06
18174,112958,1993-07-06
18174,116870,1994-07-06
18174,119962,1995-07-06
18174,123505,1996-07-05
18174,126344,1997-07-05
18174,130836,1998-07-05
18174,131960,1999-07-05
18174,133612,2000-07-04
18174,135789,2001-07-04
18174,136507,2002-07-04
18175,80985,1995-10-03
18175,81106,1996-10-02
18175,84651,1997-10-02
18175,84380,1998-10-02
18175,88555,1999-10-02
18175,89488,2000-10-01
18175,92909,2001-10-01
18179,80644,1998-05-23
18179,82319,1999-05-23
18179,84097,2000-05-22
18179,86189,2001-05-22
18179,87569,2002-05-22
18180,80900,1997-02-27
18180,83414,1998-02-27
18180,83296,1999-02-27
18180,82947,2000-02-27
18180,82475,2001-02-26
18180,85828,2002-02-26
18182,81306,2000-05-22
18182,81367,2001-05-22
18182,82224,2002-05-22
18183,82150,1993-09-03
18183,83933,1994-09-03
18183,83483,1995-09-03
18183,86354,1996-09-02
18183,86438,1997-09-02
18183,88763,1998-09-02
18183,88540,1999-09-02
18183,92608,2000-09-01
18183,95572,2001-09-01
18194,80653,2002-07-12
18196,80554,1996-08-07
18196,84001,1997-08-07
18196,84003,1998-08-07
18196,85027,1999-08-07
18196,86460,2000-08-06
18196,89889,2001-08-06
18208,81136,1991-10-04
18208,84851,1992-10-03
18208,86183,1993-10-03
18208,90329,1994-10-03
18208,91405,1995-10-03
18208,92919,1996-10-02
18208,95114,1997-10-02
18208,99507,1998-10-02
18208,99771,1999-10-02
18208,103656,2000-10-01
18208,106151,2001-10-01
18218,82153,1999-01-20
18218,86090,2000-01-20
18218,90518,2001-01-19
18218,93815,2002-01-19
18223,81961,1998-07-12
18223,81677,1999-07-12
18223,81771,2000-07-11
18223,85519,2001-07-11
18223,89602,2002-07-11
18227,80033,1990-07-27
18227,80395,1991-07-27
18227,82288,1992-07-26
18227,85211,1993-07-26
18227,85988,1994-07-26
18227,86249,1995-07-26
18227,87713,1996-07-25
18227,91718,1997-07-25
18227,91671,1998-07-25
18227,92449,1999-07-25
18227,94258,2000-07-24
18227,94190,2001-07-24
18227,94302,2002-07-24
18228,81074,1997-11-08
18228,83606,1998-11-08
18228,86397,1999-11-08
18228,88328,2000-11-07
18228,91565,2001-11-07
18232,80109,1999-08-05
18232,84075,2000-08-04
18232,88066,2001-08-04
18234,81182,1999-03-14
18234,84172,2000-03-13
18234,86937,2001-03-13
18234,90707,2002-03-13
18238,81587,1994-06-20
18238,81342,1995-06-20
18238,81316,1996-06-19
18238,82447,1997-06-19
18242,80604,2001-02-07
18242,80379,2002-02-07
18244,80401,1993-06-04
18244,81916,1994-06-04
18244,83773,1995-06-04
18244,86353,1996-06-03
18244,86054,1997-06-03
18244,88284,1998-06-03
18244,91224,1999-06-03
18244,95470,2000-06-02
18244,96504,2001-06-02
18244,100467,2002-06-02
18246,85077,1996-12-18
18246,88198,1997-12-18
18246,91052,1998-12-18
18246,93775,1999-12-18
18246,94866,2000-12-17
18246,97064,2001-12-17
18251,80958,1995-10-06
18251,83095,1996-10-05
18251,83967,1997-10-05
18251,86428,1998-10-05
18251,88566,1999-10-05
18251,89922,2000-10-04
18251,90168,2001-10-04
18258,81756,1997-03-19
18258,85819,1998-03-19
18258,88874,1999-03-19
18258,88405,2000-03-18
18258,87931,2001-03-18
18258,88412,2002-03-18
18260,80509,1997-01-21
18260,83983,1998-01-21
18260,87150,1999-01-21
18260,88266,2000-01-21
18260,90007,2001-01-20
18260,91280,2002-01-20
18262,81107,1998-05-30
18262,83576,1999-05-30
18262,84137,2000-05-29
18262,84680,2001-05-29
18262,86610,2002-05-29
18273,80895,1998-10-25
18273,83661,1999-10-25
18273,83457,2000-10-24
18273,86935,2001-10-24
18274,80014,1997-06-10
18274,84170,1998-06-10
18274,88159,1999-06-10
18274,92000,2000-06-09
18274,93741,2001-06-09
18274,94589,2002-06-09
18275,84130,1985-07-05
18275,86103,1986-07-05
18275,87356,1987-07-05
18275,89638,1988-07-04
18275,92814,1989-07-04
18275,94828,1990-07-04
18275,96875,1991-07-04
18275,97163,1992-07-03
18275,100970,1993-07-03
18275,101704,1994-07-03
18275,101468,1995-07-03
18275,104039,1996-07-02
18275,107712,1997-07-02
18275,109196,1998-07-02
18275,112447,1999-07-02
18275,113036,2000-07-01
18275,115065,2001-07-01
18275,118980,2002-07-01
18277,80025,1994-10-29
18277,83020,1995-10-29
18277,84083,1996-10-28
18277,84726,1997-10-28
18277,87142,1998-10-28
18277,89665,1999-10-28
18277,89413,2000-10-27
18277,92449,2001-10-27
18278,83013,1996-10-25
18278,86765,1997-10-25
18278,89378,1998-10-25
18278,89239,1999-10-25
18278,89772,2000-10-24
18278,89791,2001-10-24
18284,80771,1999-11-14
18284,80955,2000-11-13
18284,82637,2001-11-13
18287,83435,1996-11-23
18287,86280,1997-11-23
18287,87808,1998-11-23
18287,89243,1999-11-23
18287,92421,2000-11-22
18287,94093,2001-11-22
18297,80220,1997-09-04
18297,80931,1998-09-04
18297,84638,1999-09-04
18297,86077,2000-09-03
18297,85716,2001-09-03
18302,90723,1988-04-23
18302,94038,1989-04-23
18302,97564,1990-04-23
18302,100792,1991-04-23
18302,100822,1992-04-22
18302,103245,1993-04-22
18303,82890,1998-05-08
18303,87055,1999-05-08
18303,87960,2000-05-07
18303,87655,2001-05-07
18303,90745,2002-05-07
18306,91886,1998-02-19
18306,92243,1999-02-19
18306,92545,2000-02-19
18306,97022,2001-02-18
18306,100561,2002-02-18
18309,80226,1999-07-31
18309,84318,2000-07-30
18309,84328,2001-07-30
18309,85280,2002-07-30
18311,80215,1999-09-25
18311,84428,2000-09-24
18311,86224,2001-09-24
18312,81268,1997-06-22
18312,83990,1998-06-22
18312,83533,1999-06-22
18312,84285,2000-06-21
18312,84993,2001-06-21
18312,89313,2002-06-21
18316,82125,2001-02-15
18316,85218,2002-02-15
18317,80117,1991-10-05
18317,84569,1992-10-04
18317,87077,1993-10-04
18317,87845,1994-10-04
18317,88527,1995-10-04
18317,90872,1996-10-03
18317,92229,1997-10-03
18317,94367,1998-10-03
18317,95931,1999-10-03
18317,95741,2000-10-02
18317,96729,2001-10-02
18320,81088,1988-04-11
18320,85189,1989-04-11
18320,87773,1990-04-11
18320,87934,1991-04-11
18320,89433,1992-04-10
18320,92920,1993-04-10
18320,95837,1994-04-10
18320,95921,1995-04-10
18320,98884,1996-04-09
18320,102197,1997-04-09
